CV Name,Method,Success,Processing Time (ms),Time Per Publication (ms),Total Publications,Verified Publications,Verified With Author Match,Precision,Recall,F1 Score,Verification Accuracy,Publication Count Accuracy,Link Provision Rate,Citation Count Availability,Metadata Richness,Input Tokens,Output Tokens,Total Tokens,API Calls,Ground Truth CV Size,Ground Truth Publications,Error,,,,,Method,Processing Time (ms)
ericachenoweth,Gemini AI,TRUE,78352.54,,,,,0,0,0,0.75,0,0,0,0,,,,,128370,16,,,,,,Gemini AI,78352.54
ericachenoweth,Claude AI,FALSE,300003.52,,,,,0,0,0,0.75,0,,,,,,,,128370,16,Timeout,,,,,Claude AI,300003.52
ericachenoweth,ChatGPT AI,FALSE,300003.17,,,,,0,0,0,0.75,0,,,,,,,,128370,16,Timeout,,,,,ChatGPT AI,300003.17
ericachenoweth,Grok AI,TRUE,286547.91,3331.95,86,62,57,0.047,1,0.089,0.529,0.186,1,0,0.4,30100,12900,43000,18,128370,16,,,,,,Grok AI,286547.91
hannahbowles,Traditional,TRUE,146573.18,1252.76,117,31,28,0.265,0.608,0.369,0.829,1,1,0,0.4,21060,14040,35100,234,46533,117,,,,,,Traditional,146573.18
hannahbowles,Gemini AI,TRUE,86502.31,460.12,188,70,56,0.271,1,0.427,0.936,0.622,1,0,0.4,65800,28200,94000,38,46533,117,,,,,,Gemini AI,86502.31
hannahbowles,Claude AI,FALSE,300006.77,,,,,0,0,0,0.564,0,,,,,,,,46533,117,Timeout,,,,,Claude AI,300006.77
hannahbowles,ChatGPT AI,TRUE,222420.08,1853.5,120,71,59,0.425,1,0.596,0.844,0.975,1,0,0.4,42000,18000,60000,24,46533,117,,,,,,ChatGPT AI,222420.08
hannahbowles,Grok AI,TRUE,264394.36,2081.85,127,105,81,0.402,1,0.573,0.609,0.921,1,0,0.4,44450,19050,63500,26,46533,117,,,,,,Grok AI,264394.36
irisbohnet,Traditional,TRUE,12528.47,6264.23,2,,,0,0,0,1,1,1,0,0.4,360,240,600,4,27388,2,,,,,,Traditional,12528.47
irisbohnet,Gemini AI,TRUE,33635.11,,,,,0,0,0,1,0,0,0,0,,,,,27388,2,,,,,,Gemini AI,33635.11
irisbohnet,Claude AI,TRUE,194456.77,97228.38,2,,,0,0,0,1,1,1,0,0.4,700,300,1000,1,27388,2,,,,,,Claude AI,194456.77
irisbohnet,ChatGPT AI,FALSE,300005.14,,,,,0,0,0,1,0,,,,,,,,27388,2,Timeout,,,,,ChatGPT AI,300005.14
irisbohnet,Grok AI,TRUE,61257.28,1038.26,59,55,55,0,0,0,0.068,0.034,1,0,0.4,20650,8850,29500,12,27388,2,,,,,,Grok AI,61257.28
jacquelinebhabha,Traditional,TRUE,119731.75,1345.3,89,18,8,0.067,1,0.126,0.865,1,1,0,0.4,16020,10680,26700,178,68267,89,,,,,,Traditional,119731.75
jacquelinebhabha,Gemini AI,TRUE,30942.61,,,,,0,0,0,0.933,0,0,0,0,,,,,68267,89,,,,,,Gemini AI,30942.61
jacquelinebhabha,Claude AI,FALSE,300015.25,,,,,0,0,0,0.933,0,,,,,,,,68267,89,Timeout,,,,,Claude AI,300015.25
jacquelinebhabha,ChatGPT AI,FALSE,300004.37,,,,,0,0,0,0.933,0,,,,,,,,68267,89,Timeout,,,,,ChatGPT AI,300004.37
jacquelinebhabha,Grok AI,TRUE,114040.95,838.54,136,112,112,0.044,1,0.085,0.244,0.654,1,0,0.4,47600,20400,68000,28,68267,89,,,,,,Grok AI,114040.95
jamescarras,Traditional,TRUE,8411.44,1401.91,6,,,0,0,0,1,1,1,0,0.4,1080,720,1800,12,14347,6,,,,,,Traditional,8411.44
jamescarras,Gemini AI,TRUE,28385.45,378.47,75,,,0,0,0,1,0.08,1,0,0.4,26250,11250,37500,15,14347,6,,,,,,Gemini AI,28385.45
jamescarras,Claude AI,TRUE,34903.88,2493.13,14,,,0,0,0,1,0.429,1,0,0.4,4900,2100,7000,3,14347,6,,,,,,Claude AI,34903.88
jamescarras,ChatGPT AI,TRUE,42933.75,3066.7,14,5,5,0,0,0,0.643,0.429,1,0,0.4,4900,2100,7000,3,14347,6,,,,,,ChatGPT AI,42933.75
jamescarras,Grok AI,TRUE,19032.38,1359.46,14,7,7,0,0,0,0.5,0.429,1,0,0.4,4900,2100,7000,3,14347,6,,,,,,Grok AI,19032.38
Jason_Priem_CV,Traditional,TRUE,11095.04,1585.01,7,3,3,0.429,0.6,0.5,0.714,1,1,0,0.4,1260,840,2100,14,2237,7,,,,,,Traditional,11095.04
Jason_Priem_CV,Gemini AI,TRUE,5590.6,798.66,7,7,7,0.714,1,0.833,0.714,1,1,0,0.4,2450,1050,3500,2,2237,7,,,,,,Gemini AI,5590.6
Jason_Priem_CV,Claude AI,TRUE,20385.51,2912.22,7,4,4,0.571,0.8,0.667,0.857,1,1,0,0.4,2450,1050,3500,2,2237,7,,,,,,Claude AI,20385.51
Jason_Priem_CV,ChatGPT AI,TRUE,10733.78,1533.4,7,5,5,0.714,1,0.833,1,1,1,0,0.4,2450,1050,3500,2,2237,7,,,,,,ChatGPT AI,10733.78
Jason_Priem_CV,Grok AI,TRUE,17872.98,2553.28,7,7,7,0.714,1,0.833,0.714,1,1,0,0.4,2450,1050,3500,2,2237,7,,,,,,Grok AI,17872.98
jenniferhochschild,Traditional,TRUE,71235.47,1737.45,41,17,12,0.39,1,0.561,0.976,1,1,0,0.4,7380,4920,12300,82,43868,41,,,,,,Traditional,71235.47
jenniferhochschild,Gemini AI,TRUE,9799.71,,,,,0,0,0,0.61,0,0,0,0,,,,,43868,41,,,,,,Gemini AI,9799.71
jenniferhochschild,Claude AI,FALSE,300010.41,,,,,0,0,0,0.61,0,,,,,,,,43868,41,Timeout,,,,,Claude AI,300010.41
jenniferhochschild,ChatGPT AI,FALSE,300001.93,,,,,0,0,0,0.61,0,,,,,,,,43868,41,Timeout,,,,,ChatGPT AI,300001.93
jenniferhochschild,Grok AI,TRUE,252481.29,2019.85,125,107,107,0.128,1,0.227,0.534,0.328,1,0,0.4,43750,18750,62500,25,43868,41,,,,,,Grok AI,252481.29
Jennifer_Kyle_CV,Traditional,TRUE,14341.03,1593.45,9,3,3,0.333,1,0.5,1,1,1,0,0.4,1620,1080,2700,18,3577,9,,,,,,Traditional,14341.03
Jennifer_Kyle_CV,Gemini AI,TRUE,7177.21,797.47,9,3,3,0.333,1,0.5,1,1,1,0,0.4,3150,1350,4500,2,3577,9,,,,,,Gemini AI,7177.21
Jennifer_Kyle_CV,Claude AI,TRUE,87466.2,9718.47,9,3,3,0.333,1,0.5,1,1,1,0,0.4,3150,1350,4500,2,3577,9,,,,,,Claude AI,87466.2
Jennifer_Kyle_CV,ChatGPT AI,TRUE,16460.58,1828.95,9,3,3,0.333,1,0.5,1,1,1,0,0.4,3150,1350,4500,2,3577,9,,,,,,ChatGPT AI,16460.58
Jennifer_Kyle_CV,Grok AI,TRUE,23759.23,2639.91,9,3,3,0.333,1,0.5,1,1,1,0,0.4,3150,1350,4500,2,3577,9,,,,,,Grok AI,23759.23
Jian_Wu_CV,Traditional,TRUE,11471.26,1638.75,7,2,2,0.286,0.667,0.4,0.857,1,1,0,0.4,1260,840,2100,14,1789,7,,,,,,Traditional,11471.26
Jian_Wu_CV,Gemini AI,TRUE,6464.39,923.48,7,4,4,0.429,1,0.6,0.857,1,1,0,0.4,2450,1050,3500,2,1789,7,,,,,,Gemini AI,6464.39
Jian_Wu_CV,Claude AI,TRUE,24761.85,3537.41,7,1,1,0.143,0.333,0.2,0.714,1,1,0,0.4,2450,1050,3500,2,1789,7,,,,,,Claude AI,24761.85
Jian_Wu_CV,ChatGPT AI,TRUE,9849.38,1407.05,7,2,2,0.286,0.667,0.4,0.857,1,1,0,0.4,2450,1050,3500,2,1789,7,,,,,,ChatGPT AI,9849.38
Jian_Wu_CV,Grok AI,TRUE,20286.94,2898.13,7,5,5,0.429,1,0.6,0.714,1,1,0,0.4,2450,1050,3500,2,1789,7,,,,,,Grok AI,20286.94
jiebai,Traditional,TRUE,10727.62,2681.9,4,2,2,0.5,0.5,0.5,0.5,1,1,0,0.4,720,480,1200,8,10058,4,,,,,,Traditional,10727.62
jiebai,Gemini AI,TRUE,34153.59,307.69,111,95,95,0.036,1,0.07,0.856,0.036,1,0,0.4,38850,16650,55500,23,10058,4,,,,,,Gemini AI,34153.59
jiebai,Claude AI,TRUE,72150.77,3435.75,21,10,10,0.19,1,0.32,0.476,0.19,1,0,0.4,7350,3150,10500,5,10058,4,,,,,,Claude AI,72150.77
jiebai,ChatGPT AI,TRUE,34773.9,1655.9,21,10,10,0.19,1,0.32,0.476,0.19,1,0,0.4,7350,3150,10500,5,10058,4,,,,,,ChatGPT AI,34773.9
jiebai,Grok AI,TRUE,46549.12,2216.62,21,10,10,0.19,1,0.32,0.476,0.19,1,0,0.4,7350,3150,10500,5,10058,4,,,,,,Grok AI,46549.12
johnholdren,Traditional,TRUE,71383.88,1189.73,60,26,,0.433,0.867,0.578,0.933,1,1,0,0.4,10800,7200,18000,120,27530,60,,,,,,Traditional,71383.88
johnholdren,Gemini AI,TRUE,29040.98,433.45,67,58,57,0.448,1,0.619,0.634,0.896,1,0,0.4,23450,10050,33500,14,27530,60,,,,,,Gemini AI,29040.98
johnholdren,Claude AI,TRUE,140872.98,2347.88,60,60,60,0.5,1,0.667,0.5,1,1,0,0.4,21000,9000,30000,12,27530,60,,,,,,Claude AI,140872.98
johnholdren,ChatGPT AI,TRUE,248064.96,3876.02,64,60,60,0.469,1,0.638,0.563,0.938,1,0,0.4,22400,9600,32000,13,27530,60,,,,,,ChatGPT AI,248064.96
johnholdren,Grok AI,TRUE,58580.47,976.34,60,60,59,0.5,1,0.667,0.5,1,1,0,0.4,21000,9000,30000,12,27530,60,,,,,,Grok AI,58580.47
josephaldy,Traditional,TRUE,971.26,,,,,1,1,1,1,1,0,0,0,,,,,106885,,,,,,,Traditional,971.26
josephaldy,Gemini AI,TRUE,946.9,,,,,1,1,1,1,1,0,0,0,,,,,106885,,,,,,,Gemini AI,946.9
josephaldy,Claude AI,TRUE,122549.26,535.15,229,195,195,0,1,0,0,0,1,0,0.4,80150,34350,114500,46,106885,,,,,,,Claude AI,122549.26
josephaldy,ChatGPT AI,TRUE,99102.23,338.23,293,225,185,0,1,0,0,0,1,0,0.4,102550,43950,146500,59,106885,,,,,,,ChatGPT AI,99102.23
josephaldy,Grok AI,FALSE,300004.86,,,,,1,1,1,1,1,,,,,,,,106885,,Timeout,,,,,Grok AI,300004.86
josephkalt,Traditional,TRUE,84674.84,1388.11,61,4,3,0.016,1,0.032,0.951,1,1,0,0.4,10980,7320,18300,122,48316,61,,,,,,Traditional,84674.84
josephkalt,Gemini AI,TRUE,30074.28,,,,,0,0,0,0.984,0,0,0,0,,,,,48316,61,,,,,,Gemini AI,30074.28
josephkalt,Claude AI,TRUE,207460.4,,,,,0,0,0,0.984,0,0,0,0,,,,,48316,61,,,,,,Claude AI,207460.4
josephkalt,ChatGPT AI,FALSE,300014.33,,,,,0,0,0,0.984,0,,,,,,,,48316,61,Timeout,,,,,ChatGPT AI,300014.33
josephkalt,Grok AI,TRUE,113988.64,1280.77,89,82,82,0.011,1,0.022,0.095,0.685,1,0,0.4,31150,13350,44500,18,48316,61,,,,,,Grok AI,113988.64
juliebattilana,Traditional,TRUE,137791.54,1391.83,99,32,30,0.293,1,0.453,0.97,1,1,0,0.4,17820,11880,29700,198,66928,99,,,,,,Traditional,137791.54
juliebattilana,Gemini AI,TRUE,58496.58,,,,,0,0,0,0.707,0,0,0,0,,,,,66928,99,,,,,,Gemini AI,58496.58
juliebattilana,Claude AI,FALSE,300002.96,,,,,0,0,0,0.707,0,,,,,,,,66928,99,Timeout,,,,,Claude AI,300002.96
juliebattilana,ChatGPT AI,FALSE,300005.75,,,,,0,0,0,0.707,0,,,,,,,,66928,99,Timeout,,,,,ChatGPT AI,300005.75
juliebattilana,Grok AI,TRUE,174810.25,1197.33,146,141,138,0.199,1,0.331,0.327,0.678,1,0,0.4,51100,21900,73000,30,66928,99,,,,,,Grok AI,174810.25
Keisha V. Thomas,Traditional,TRUE,6413.53,1603.38,4,2,,0.5,1,0.667,1,1,1,0,0.4,720,480,1200,8,5205,4,,,,,,Traditional,6413.53
Keisha V. Thomas,Gemini AI,TRUE,4910.63,1227.66,4,2,2,0.5,1,0.667,1,1,1,0,0.4,1400,600,2000,1,5205,4,,,,,,Gemini AI,4910.63
Keisha V. Thomas,Claude AI,TRUE,18654.07,4663.52,4,,,0,0,0,0.5,1,1,0,0.4,1400,600,2000,1,5205,4,,,,,,Claude AI,18654.07
Keisha V. Thomas,ChatGPT AI,TRUE,9722.64,2430.66,4,,,0,0,0,0.5,1,1,0,0.4,1400,600,2000,1,5205,4,,,,,,ChatGPT AI,9722.64
Keisha V. Thomas,Grok AI,TRUE,26512.99,6628.25,4,,,0,0,0,0.5,1,1,0,0.4,1400,600,2000,1,5205,4,,,,,,Grok AI,26512.99
kesselyhong,Traditional,TRUE,7934.46,1983.62,4,1,1,0.25,0.5,0.333,0.75,1,1,0,0.4,720,480,1200,8,23661,4,,,,,,Traditional,7934.46
kesselyhong,Gemini AI,TRUE,6611.69,661.17,10,4,4,0.2,1,0.333,0.9,0.4,1,0,0.4,3500,1500,5000,2,23661,4,,,,,,Gemini AI,6611.69
kesselyhong,Claude AI,TRUE,49543.39,4954.34,10,2,2,0.2,1,0.333,0.7,0.4,1,0,0.4,3500,1500,5000,2,23661,4,,,,,,Claude AI,49543.39
kesselyhong,ChatGPT AI,TRUE,33472.94,3347.29,10,4,4,0.2,1,0.333,0.9,0.4,1,0,0.4,3500,1500,5000,2,23661,4,,,,,,ChatGPT AI,33472.94
kesselyhong,Grok AI,TRUE,19049.99,1905,10,4,4,0.2,1,0.333,0.9,0.4,1,0,0.4,3500,1500,5000,2,23661,4,,,,,,Grok AI,19049.99
khalilabdur-rashid,Traditional,TRUE,11484.4,1435.55,8,1,1,0.125,0.333,0.182,0.75,1,1,0,0.4,1440,960,2400,16,9618,8,,,,,,Traditional,11484.4
khalilabdur-rashid,Gemini AI,TRUE,5972.01,746.5,8,4,4,0.375,1,0.545,0.875,1,1,0,0.4,2800,1200,4000,2,9618,8,,,,,,Gemini AI,5972.01
khalilabdur-rashid,Claude AI,TRUE,37102.71,4637.84,8,6,6,0.375,1,0.545,0.625,1,1,0,0.4,2800,1200,4000,2,9618,8,,,,,,Claude AI,37102.71
khalilabdur-rashid,ChatGPT AI,TRUE,32010.23,4001.28,8,4,4,0.375,1,0.545,0.875,1,1,0,0.4,2800,1200,4000,2,9618,8,,,,,,ChatGPT AI,32010.23
khalilabdur-rashid,Grok AI,TRUE,19533.5,2441.69,8,8,8,0.375,1,0.545,0.375,1,1,0,0.4,2800,1200,4000,2,9618,8,,,,,,Grok AI,19533.5
lindabilmes,Traditional,TRUE,63968.48,1390.62,46,20,,0,0,0,0.565,1,1,0,0.4,8280,5520,13800,92,33360,46,,,,,,Traditional,63968.48
lindabilmes,Gemini AI,TRUE,25379.51,,,,,0,0,0,1,0,0,0,0,,,,,33360,46,,,,,,Gemini AI,25379.51
lindabilmes,Claude AI,FALSE,300014.15,,,,,0,0,0,1,0,,,,,,,,33360,46,Timeout,,,,,Claude AI,300014.15
lindabilmes,ChatGPT AI,FALSE,300010.24,,,,,0,0,0,1,0,,,,,,,,33360,46,Timeout,,,,,ChatGPT AI,300010.24
lindabilmes,Grok AI,TRUE,118361.02,2320.8,51,48,7,0,0,0,0.059,0.902,1,0,0.4,17850,7650,25500,11,33360,46,,,,,,Grok AI,118361.02
lotembassan,Traditional,TRUE,22327.16,1594.8,14,6,5,0.429,1,0.6,1,1,1,0,0.4,2520,1680,4200,28,8426,14,,,,,,Traditional,22327.16
lotembassan,Gemini AI,TRUE,11484.64,499.33,23,5,5,0.217,0.833,0.345,0.789,0.609,1,0,0.4,8050,3450,11500,5,8426,14,,,,,,Gemini AI,11484.64
lotembassan,Claude AI,TRUE,62927.99,2736,23,8,8,0.261,1,0.414,0.919,0.609,1,0,0.4,8050,3450,11500,5,8426,14,,,,,,Claude AI,62927.99
lotembassan,ChatGPT AI,TRUE,35771.03,1490.46,24,10,10,0.25,1,0.4,0.988,0.583,1,0,0.4,8400,3600,12000,5,8426,14,,,,,,ChatGPT AI,35771.03
lotembassan,Grok AI,TRUE,53547.96,2328.17,23,12,12,0.261,1,0.414,0.907,0.609,1,0,0.4,8050,3450,11500,5,8426,14,,,,,,Grok AI,53547.96
Magda V. Yulanovski,Traditional,TRUE,6350.1,1587.53,4,1,,0,0,0,0.75,1,1,0,0.4,720,480,1200,8,8375,4,,,,,,Traditional,6350.1
Magda V. Yulanovski,Gemini AI,TRUE,7111.87,547.07,13,10,4,0,0,0,0.231,0.308,1,0,0.4,4550,1950,6500,3,8375,4,,,,,,Gemini AI,7111.87
Magda V. Yulanovski,Claude AI,TRUE,31658.65,2435.28,13,,,0,0,0,1,0.308,1,0,0.4,4550,1950,6500,3,8375,4,,,,,,Claude AI,31658.65
Magda V. Yulanovski,ChatGPT AI,TRUE,11905.03,1488.13,8,,,0,0,0,1,0.5,1,0,0.4,2800,1200,4000,2,8375,4,,,,,,ChatGPT AI,11905.03
Magda V. Yulanovski,Grok AI,TRUE,28086.13,2160.47,13,4,4,0,0,0,0.692,0.308,1,0,0.4,4550,1950,6500,3,8375,4,,,,,,Grok AI,28086.13
maryjobane,Traditional,TRUE,8670.19,,,,,1,1,1,1,1,0,0,0,,,,,18291,,,,,,,Traditional,8670.19
maryjobane,Gemini AI,TRUE,24017.4,369.5,65,65,65,0,1,0,0,0,1,0,0.4,22750,9750,32500,13,18291,,,,,,,Gemini AI,24017.4
maryjobane,Claude AI,TRUE,133515.2,2301.99,58,46,46,0,1,0,0,0,1,0,0.4,20300,8700,29000,12,18291,,,,,,,Claude AI,133515.2
maryjobane,ChatGPT AI,TRUE,280270.46,4671.17,60,34,34,0,1,0,0,0,1,0,0.4,21000,9000,30000,12,18291,,,,,,,ChatGPT AI,280270.46
maryjobane,Grok AI,TRUE,40069.78,1082.97,37,28,28,0,1,0,0,0,1,0,0.4,12950,5550,18500,8,18291,,,,,,,Grok AI,40069.78
matthewbaum,Traditional,TRUE,88347.09,1402.33,63,12,10,0.19,0.375,0.253,0.683,1,1,0,0.4,11340,7560,18900,126,43682,63,,,,,,Traditional,88347.09
matthewbaum,Gemini AI,TRUE,64204.02,539.53,119,92,92,0.269,1,0.424,0.735,0.529,1,0,0.4,41650,17850,59500,24,43682,63,,,,,,Gemini AI,64204.02
matthewbaum,Claude AI,FALSE,300003.44,,,,,0,0,0,0.492,0,,,,,,,,43682,63,Timeout,,,,,Claude AI,300003.44
matthewbaum,ChatGPT AI,FALSE,300008.1,,,,,0,0,0,0.492,0,,,,,,,,43682,63,Timeout,,,,,ChatGPT AI,300008.1
matthewbaum,Grok AI,TRUE,107904.35,1212.41,89,64,64,0.36,1,0.529,0.789,0.708,1,0,0.4,31150,13350,44500,18,43682,63,,,,,,Grok AI,107904.35
Meredith Gershowitz,Traditional,TRUE,15426.19,1285.52,12,2,,0,0,0,0.833,1,1,0,0.4,2160,1440,3600,24,4038,12,,,,,,Traditional,15426.19
Meredith Gershowitz,Gemini AI,TRUE,7541.24,628.44,12,9,9,0,0,0,0.25,1,1,0,0.4,4200,1800,6000,3,4038,12,,,,,,Gemini AI,7541.24
Meredith Gershowitz,Claude AI,TRUE,18085.88,1507.16,12,,,0,0,0,1,1,1,0,0.4,4200,1800,6000,3,4038,12,,,,,,Claude AI,18085.88
Meredith Gershowitz,ChatGPT AI,TRUE,19084.34,1590.36,12,,,0,0,0,1,1,1,0,0.4,4200,1800,6000,3,4038,12,,,,,,ChatGPT AI,19084.34
Meredith Gershowitz,Grok AI,TRUE,19066.77,1271.12,15,,,0,0,0,1,0.8,1,0,0.4,5250,2250,7500,3,4038,12,,,,,,Grok AI,19066.77
michelacarlana,Traditional,TRUE,10404.78,2080.96,5,4,4,0.8,0.8,0.8,0.8,1,1,0,0.4,900,600,1500,10,13086,5,,,,,,Traditional,10404.78
michelacarlana,Gemini AI,TRUE,33730.58,455.82,74,65,65,0.068,1,0.127,0.878,0.068,1,0,0.4,25900,11100,37000,15,13086,5,,,,,,Gemini AI,33730.58
michelacarlana,Claude AI,TRUE,54958.42,2198.34,25,9,9,0.2,1,0.333,0.36,0.2,1,0,0.4,8750,3750,12500,5,13086,5,,,,,,Claude AI,54958.42
michelacarlana,ChatGPT AI,TRUE,26224.61,1639.04,16,5,5,0.313,1,0.476,0.313,0.313,1,0,0.4,5600,2400,8000,4,13086,5,,,,,,ChatGPT AI,26224.61
michelacarlana,Grok AI,TRUE,45690,2855.62,16,15,15,0.313,1,0.476,0.938,0.313,1,0,0.4,5600,2400,8000,4,13086,5,,,,,,Grok AI,45690
music-cv,Traditional,TRUE,6219.36,1554.84,4,,,0,0,0,1,1,1,0,0.4,720,480,1200,8,7207,4,,,,,,Traditional,6219.36
music-cv,Gemini AI,TRUE,914.26,,,,,0,0,0,1,0,0,0,0,,,,,7207,4,,,,,,Gemini AI,914.26
music-cv,Claude AI,TRUE,12807.36,3201.84,4,,,0,0,0,1,1,1,0,0.4,1400,600,2000,1,7207,4,,,,,,Claude AI,12807.36
music-cv,ChatGPT AI,TRUE,6218.7,888.39,7,,,0,0,0,1,0.571,1,0,0.4,2450,1050,3500,2,7207,4,,,,,,ChatGPT AI,6218.7
music-cv,Grok AI,TRUE,19730.38,4932.6,4,3,3,0,0,0,0.25,1,1,0,0.4,1400,600,2000,1,7207,4,,,,,,Grok AI,19730.38
nicholasburns,Traditional,TRUE,1657.68,,,,,1,1,1,1,1,0,0,0,,,,,6408,,,,,,,Traditional,1657.68
nicholasburns,Gemini AI,TRUE,476.95,,,,,1,1,1,1,1,0,0,0,,,,,6408,,,,,,,Gemini AI,476.95
nicholasburns,Claude AI,TRUE,8778.74,,,,,1,1,1,1,1,0,0,0,,,,,6408,,,,,,,Claude AI,8778.74
nicholasburns,ChatGPT AI,TRUE,1936.75,,,,,1,1,1,1,1,0,0,0,,,,,6408,,,,,,,ChatGPT AI,1936.75
nicholasburns,Grok AI,TRUE,12546.08,,,,,1,1,1,1,1,0,0,0,,,,,6408,,,,,,,Grok AI,12546.08
nursing-professor-resume-example,Traditional,TRUE,4312.52,,,,,1,1,1,1,1,0,0,0,,,,,2168,,,,,,,Traditional,4312.52
nursing-professor-resume-example,Gemini AI,TRUE,4257.53,,,,,1,1,1,1,1,0,0,0,,,,,2168,,,,,,,Gemini AI,4257.53
nursing-professor-resume-example,Claude AI,TRUE,5772.57,,,,,1,1,1,1,1,0,0,0,,,,,2168,,,,,,,Claude AI,5772.57
nursing-professor-resume-example,ChatGPT AI,TRUE,4732.9,,,,,1,1,1,1,1,0,0,0,,,,,2168,,,,,,,ChatGPT AI,4732.9
nursing-professor-resume-example,Grok AI,TRUE,15377.31,,,,,1,1,1,1,1,0,0,0,,,,,2168,,,,,,,Grok AI,15377.31
PhD-academic-CV-2,Traditional,TRUE,15260.66,1387.33,11,7,,0,0,0,0.364,1,1,0,0.4,1980,1320,3300,22,10361,11,,,,,,Traditional,15260.66
PhD-academic-CV-2,Gemini AI,TRUE,16229.23,491.79,33,15,11,0,0,0,0.545,0.333,1,0,0.4,11550,4950,16500,7,10361,11,,,,,,Gemini AI,16229.23
PhD-academic-CV-2,Claude AI,TRUE,33098.3,2546.02,13,5,2,0,0,0,0.615,0.846,1,0,0.4,4550,1950,6500,3,10361,11,,,,,,Claude AI,33098.3
PhD-academic-CV-2,ChatGPT AI,TRUE,103011.65,8584.3,12,,,0,0,0,1,0.917,1,0,0.4,4200,1800,6000,3,10361,11,,,,,,ChatGPT AI,103011.65
PhD-academic-CV-2,Grok AI,TRUE,36995.58,1761.69,21,12,12,0,0,0,0.429,0.524,1,0,0.4,7350,3150,10500,5,10361,11,,,,,,Grok AI,36995.58
PhD-academic-CV,Traditional,TRUE,6627.23,1656.81,4,,,0,0,0,1,1,1,0,0.4,720,480,1200,8,10255,4,,,,,,Traditional,6627.23
PhD-academic-CV,Gemini AI,TRUE,4947.99,1237,4,2,2,0,0,0,0.5,1,1,0,0.4,1400,600,2000,1,10255,4,,,,,,Gemini AI,4947.99
PhD-academic-CV,Claude AI,TRUE,24539.47,6134.87,4,1,1,0,0,0,0.75,1,1,0,0.4,1400,600,2000,1,10255,4,,,,,,Claude AI,24539.47
PhD-academic-CV,ChatGPT AI,TRUE,29412.68,7353.17,4,1,1,0,0,0,0.75,1,1,0,0.4,1400,600,2000,1,10255,4,,,,,,ChatGPT AI,29412.68
PhD-academic-CV,Grok AI,TRUE,20007.11,5001.78,4,4,4,0,0,0,0,1,1,0,0.4,1400,600,2000,1,10255,4,,,,,,Grok AI,20007.11
PhD-non-academic-roles,Traditional,TRUE,1682.28,,,,,1,1,1,1,1,0,0,0,,,,,3948,,,,,,,Traditional,1682.28
PhD-non-academic-roles,Gemini AI,TRUE,1515.73,,,,,1,1,1,1,1,0,0,0,,,,,3948,,,,,,,Gemini AI,1515.73
PhD-non-academic-roles,Claude AI,TRUE,3896.39,,,,,1,1,1,1,1,0,0,0,,,,,3948,,,,,,,Claude AI,3896.39
PhD-non-academic-roles,ChatGPT AI,TRUE,5702.31,1900.77,3,,,0,1,0,0,0,1,0,0.4,1050,450,1500,1,3948,,,,,,,ChatGPT AI,5702.31
PhD-non-academic-roles,Grok AI,TRUE,16917.78,5639.26,3,,,0,1,0,0,0,1,0,0.4,1050,450,1500,1,3948,,,,,,,Grok AI,16917.78
Professor Brett Harris,Traditional,TRUE,71329.57,1398.62,51,41,39,0.804,0.82,0.812,0.824,1,1,0,0.4,9180,6120,15300,102,15480,51,,,,,,Traditional,71329.57
Professor Brett Harris,Gemini AI,TRUE,34007.29,666.81,51,38,36,0.745,0.76,0.752,0.765,1,1,0,0.4,17850,7650,25500,11,15480,51,,,,,,Gemini AI,34007.29
Professor Brett Harris,Claude AI,TRUE,141717.03,2778.77,51,39,39,0.765,0.78,0.772,0.784,1,1,0,0.4,17850,7650,25500,11,15480,51,,,,,,Claude AI,141717.03
Professor Brett Harris,ChatGPT AI,TRUE,146193.81,2866.55,51,27,27,0.529,0.54,0.535,0.549,1,1,0,0.4,17850,7650,25500,11,15480,51,,,,,,ChatGPT AI,146193.81
Professor Brett Harris,Grok AI,TRUE,104141.44,2041.99,51,49,44,0.961,0.98,0.97,0.98,1,1,0,0.4,17850,7650,25500,11,15480,51,,,,,,Grok AI,104141.44
professor_resume_example_template_influx,Traditional,TRUE,4411.97,,,,,1,1,1,1,1,0,0,0,,,,,2277,,,,,,,Traditional,4411.97
professor_resume_example_template_influx,Gemini AI,TRUE,4631.28,2315.64,2,,,0,1,0,0,0,1,0,0.4,700,300,1000,1,2277,,,,,,,Gemini AI,4631.28
professor_resume_example_template_influx,Claude AI,TRUE,8068.6,4034.3,2,,,0,1,0,0,0,1,0,0.4,700,300,1000,1,2277,,,,,,,Claude AI,8068.6
professor_resume_example_template_influx,ChatGPT AI,TRUE,6902.24,6902.24,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,2277,,,,,,,ChatGPT AI,6902.24
professor_resume_example_template_influx,Grok AI,TRUE,17760.81,,,,,1,1,1,1,1,0,0,0,,,,,2277,,,,,,,Grok AI,17760.81
professor_resume_example_template_primo,Traditional,TRUE,4501.17,,,,,1,1,1,1,1,0,0,0,,,,,2367,,,,,,,Traditional,4501.17
professor_resume_example_template_primo,Gemini AI,TRUE,4618.57,4618.57,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,2367,,,,,,,Gemini AI,4618.57
